R,outdoors
1,2
2,11
3,4
4,2
5,6
6,11
7,3
8,11
9,5
10,3
11,4
12,3
13,3
14,4
15,3
16,5
17,2
18,2
19,3
20,2
21,4
22,4
23,5
24,5
25,5
26,11
27,3
28,11
29,5
30,5
31,5
32,4
33,11
34,1
35,3
36,11
37,2
38,2
39,3
40,4
41,4
42,5
43,11
44,4
45,2
46,11
47,2
48,3
49,5
