R,arts
1,4
2,3
3,2
4,4
5,3
6,11
7,11
8,4
9,2
10,2
11,2
12,11
13,5
14,2
15,3
16,3
17,1
18,2
19,2
20,4
21,4
22,5
23,11
24,11
25,11
26,2
27,11
28,4
29,5
30,3
31,11
32,3
33,11
34,2
35,3
36,4
37,5
38,5
39,5
40,4
41,5
42,5
43,6
44,4
45,3
46,3
47,11
48,4
49,5
