R,shop
1,11
2,11
3,11
4,11
5,3
6,11
7,2
8,2
9,11
10,4
11,5
12,5
13,4
14,5
15,3
16,5
17,2
18,4
19,11
20,5
21,2
22,5
23,4
24,4
25,11
26,11
27,3
28,2
29,3
30,4
31,4
32,4
33,3
34,3
35,6
36,1
37,11
38,5
39,3
40,5
41,2
42,5
43,4
44,2
45,3
46,2
47,3
48,2
49,3
