R,nightlife
1,3
2,11
3,11
4,3
5,11
6,3
7,3
8,4
9,5
10,11
11,3
12,11
13,4
14,11
15,4
16,4
17,2
18,2
19,2
20,4
21,5
22,11
23,5
24,3
25,3
26,2
27,4
28,5
29,5
30,4
31,2
32,3
33,2
34,4
35,1
36,6
37,5
38,2
39,11
40,2
41,5
42,3
43,5
44,5
45,11
46,4
47,4
48,3
49,2
