R,college
1,3
2,11
3,3
4,4
5,6
6,2
7,3
8,11
9,2
10,2
11,2
12,4
13,4
14,5
15,3
16,3
17,1
18,2
19,2
20,2
21,6
22,6
23,3
24,11
25,2
26,11
27,6
28,11
29,6
30,11
31,11
32,11
33,4
34,6
35,4
36,4
37,6
38,3
39,5
40,3
41,4
42,4
43,2
44,11
45,3
46,4
47,11
48,4
49,6
