R,L
34,107
35,35
35,31
35,34
35,19
35,27
35,12
35,37
35,29
35,38
35,40
35,41
35,43
35,46
35,108
35,78
35,14
35,4
35,54
35,122
35,13
35,180
35,190
35,20
35,26
35,196
35,137
35,136
35,104
35,114
35,81
35,77
35,47
35,74
35,5
35,94
35,16
35,89
35,23
35,58
35,64
35,57
35,186
36,36
36,37
36,38
36,40
36,43
36,46
36,13
36,23
36,122
36,126
37,37
37,35
37,36
37,27
37,12
37,40
37,41
37,43
37,180
37,21
37,14
37,104
37,5
37,54
37,81
37,13
37,4
37,6
37,23
37,122
38,38
38,31
38,34
38,35
38,36
38,12
38,29
38,40
38,41
38,43
38,107
38,108
38,78
38,14
38,4
38,110
38,111
38,54
38,24
38,81
38,180
38,104
38,5
38,122
38,20
38,142
38,57
38,70
38,197
38,136
38,74
38,73
38,13
38,23
38,56
38,144
38,25
38,137
38,6
38,190
39,39
39,44
39,45
40,40
40,35
40,36
40,12
40,37
40,29
40,38
40,41
40,43
40,126
40,98
40,26
40,4
40,196
40,122
40,13
40,93
40,47
40,5
40,16
40,64
40,23
40,174
40,94
40,92
40,95
40,175
41,41
41,31
41,34
41,35
41,12
41,37
41,29
41,38
41,40
41,43
41,49
41,107
41,108
41,78
41,14
41,4
41,110
41,111
41,54
41,24
41,81
41,180
41,104
41,5
41,196
41,51
41,23
41,56
41,122
41,6
41,74
41,121
41,20
41,57
41,73
41,70
41,85
41,25
41,102
41,13
41,142
41,136
41,137
41,197
41,77
41,190
41,89
42,42
42,108
43,43
43,34
43,35
43,36
43,12
43,37
43,29
43,38
43,40
43,41
43,46
43,122
43,13
43,126
43,48
43,4
43,20
43,108
43,89
43,23
43,129
43,180
43,187
43,56
44,44
44,39
45,45
45,39
46,46
46,35
46,36
46,29
46,43
46,54
46,4
46,58
46,196
46,15
46,104
46,25
46,190
46,13
46,23
47,47
47,27
47,16
47,12
47,49
47,19
47,50
47,52
47,53
47,64
47,54
47,89
47,93
47,94
47,85
47,4
47,29
47,98
47,5
47,14
47,26
47,114
47,20
47,35
47,200
47,31
47,196
47,121
47,104
47,142
47,78
47,40
47,187
47,102
48,48
48,183
48,43
48,108
49,49
49,47
49,27
49,16
49,12
49,19
49,50
49,51
49,52
49,53
49,108
49,41
49,114
49,200
49,180
49,128
49,34
50,50
50,47
50,27
50,16
50,12
50,49
50,19
50,52
50,53
50,65
50,130
50,98
50,200
50,114
50,128
50,187
50,121
51,51
51,49
51,108
51,41
51,122
51,180
51,26
51,24
52,52
52,47
52,27
52,49
52,19
52,50
52,53
52,200
52,114
52,65
53,53
53,47
53,27
53,16
53,12
53,49
53,19
53,50
53,52
53,64
53,114
53,20
53,29
53,98
53,200
53,18
53,187
53,130
53,121
54,54
54,12
54,5
54,4
54,57
54,58
54,46
54,47
54,16
54,6
54,14
54,73
54,74
54,81
54,38
54,78
54,109
54,110
54,41
54,31
54,35
54,168
54,104
54,76
54,13
54,121
54,196
54,37
54,186
54,32
54,102
54,136
54,29
54,200
54,114
54,27
54,190
54,34
54,137
54,180
54,25
55,55
55,190
56,56
56,4
56,57
56,78
56,6
56,73
56,41
56,122
56,111
56,110
56,85
56,89
56,70
56,25
56,197
56,38
56,108
56,142
56,43
57,57
57,54
57,12
57,5
57,4
57,56
57,6
57,70
57,73
57,74
57,78
57,13
57,31
57,20
57,110
57,109
57,142
57,85
57,38
57,35
57,107
57,24
57,41
57,197
57,136
57,111
57,104
57,81
57,34
57,89
57,25
58,58
58,54
58,46
58,76
58,77
58,78
58,102
58,104
58,168
58,31
58,35
58,14
58,196
58,186
58,32
59,59
60,60
60,26
61,61
61,4
61,14
61,25
61,77
61,31
62,62
63,63
64,64
64,47
64,16
64,53
64,5
64,12
64,19
64,29
64,31
64,24
64,98
64,34
64,35
64,27
64,40
64,137
64,20
65,65
65,50
65,130
65,52
66,66
67,67
68,68
68,177
68,174
69,69
70,70
70,6
70,71
70,73
70,57
70,74
70,189
70,85
70,121
70,142
70,20
70,38
70,56
70,25
70,41
70,110
70,81
70,111
70,13
70,24
70,107
71,71
71,70
71,197
72,72
73,73
73,54
73,6
73,70
73,12
73,57
73,74
73,78
73,56
73,111
73,4
73,110
73,107
73,104
73,5
73,13
73,26
73,24
73,41
73,38
73,153
73,94
73,126
73,144
73,152
73,89
73,25
73,197
73,34
73,21
73,32
74,74
74,54
74,6
74,70
74,14
74,12
74,73
74,57
74,149
74,13
74,20
74,110
74,4
74,35
74,109
74,78
74,136
74,121
74,41
74,38
74,142
74,140
74,111
74,104
74,89
74,108
74,197
74,102
74,85
75,75
76,76
76,77
76,58
76,54
76,104
76,31
76,13
76,136
76,168
76,113
76,186
76,121
76,14
76,109
77,77
77,76
77,4
77,78
77,58
77,102
77,104
77,12
77,35
77,5
77,200
77,168
77,109
77,29
77,196
77,14
77,32
77,136
77,61
77,31
77,13
77,41
77,6
77,81
77,186
78,78
78,4
78,77
78,58
78,38
78,108
78,14
78,110
78,41
78,31
78,54
78,35
78,6
78,57
78,73
78,56
78,34
78,200
78,25
78,114
78,186
78,47
78,29
78,74
78,104
78,81
78,136
78,85
78,20
78,102
78,32
78,26
78,94
78,187
78,121
78,180
78,13
78,142
78,89
78,196
78,24
79,79
79,82
79,21
80,80
81,81
81,54
81,4
81,5
81,38
81,97
81,24
81,41
81,14
81,180
81,35
81,37
81,78
81,104
81,136
81,12
81,29
81,34
81,13
81,6
81,186
81,31
81,137
81,190
81,25
81,121
81,70
81,57
81,77
81,9
82,82
82,79
83,83
84,84
85,85
85,4
85,88
85,89
85,93
85,94
85,47
85,29
85,98
85,70
85,104
85,56
85,78
85,14
85,142
85,57
85,26
85,32
85,25
85,41
85,34
85,74
86,86
86,196
87,87
88,88
88,89
88,93
88,85
88,98
88,121
88,158
88,147
88,115
88,140
88,112
89,89
89,88
89,93
89,94
89,85
89,47
89,4
89,29
89,98
89,26
89,107
89,12
89,20
89,122
89,43
89,108
89,35
89,195
89,196
89,104
89,56
89,144
89,174
89,57
89,74
89,126
89,25
89,73
89,78
89,41
89,34
89,147
90,90
91,91
91,196
92,92
92,93
92,94
92,95
92,98
92,26
92,174
92,40
92,175
92,195
93,93
93,88
93,89
93,92
93,94
93,85
93,47
93,95
93,4
93,29
93,98
93,158
93,26
93,12
93,172
93,153
93,174
93,175
93,176
93,196
93,40
93,195
93,126
93,16
93,20
93,104
93,31
93,147
94,94
94,89
94,92
94,93
94,85
94,47
94,95
94,4
94,29
94,98
94,153
94,158
94,196
94,26
94,104
94,12
94,35
94,14
94,78
94,136
94,174
94,20
94,40
94,73
94,200
94,147
94,195
94,172
94,175
95,95
95,92
95,93
95,94
95,98
95,174
95,40
95,26
95,126
95,147
95,172
95,175
95,195
96,96
97,97
97,4
97,81
98,98
98,88
98,89
98,92
98,93
98,94
98,85
98,47
98,95
98,4
98,29
98,26
98,20
98,136
98,137
98,12
98,40
98,195
98,196
98,104
98,22
98,16
98,64
98,174
98,147
98,50
98,53
98,158
98,114
98,200
98,172
98,112
98,175
99,99
100,100
101,101
102,102
102,77
102,104
102,58
102,21
102,14
102,12
102,54
102,168
102,78
102,32
102,29
102,41
102,47
102,180
102,6
102,31
102,27
102,149
102,170
102,200
102,74
102,121
103,103
104,104
104,77
104,102
104,58
104,137
104,136
104,114
104,35
104,32
104,20
104,14
104,54
104,5
104,12
104,34
104,38
104,85
104,76
104,31
104,13
104,107
104,196
104,26
104,37
104,94
104,41
104,98
104,121
104,142
104,47
104,29
104,89
104,78
104,81
104,73
104,200
104,57
104,93
104,25
104,108
104,180
104,190
104,27
104,74
104,6
104,186
104,46
104,109
104,115
105,105
106,106
107,107
107,38
107,4
107,110
107,111
107,41
107,89
107,104
107,122
107,13
107,73
107,57
107,142
107,6
107,197
107,136
107,70
107,34
108,108
108,49
108,38
108,78
108,14
108,4
108,41
108,35
108,51
108,43
108,89
108,25
108,104
108,34
108,20
108,56
108,180
108,74
108,122
108,48
108,42
109,109
109,14
109,54
109,74
109,57
109,77
109,6
109,121
109,142
109,76
109,104
110,110
110,107
110,38
110,78
110,4
110,111
110,12
110,41
110,54
110,13
110,74
110,57
110,73
110,56
110,142
110,6
110,5
110,70
110,1
110,24
110,197
111,111
111,107
111,38
111,4
111,110
111,41
111,73
111,56
111,197
111,57
111,6
111,74
111,13
111,70
111,176
111,181
112,112
112,174
112,98
112,88
113,113
113,115
113,120
113,121
113,76
114,114
114,27
114,14
114,121
114,12
114,186
114,187
114,137
114,104
114,35
114,47
114,20
114,53
114,200
114,18
114,4
114,34
114,5
114,78
114,19
114,16
114,24
114,29
114,49
114,54
114,31
114,50
114,98
114,130
114,52
114,196
115,115
115,113
115,121
115,31
115,104
115,140
115,88
116,116
116,156
117,117
118,118
119,119
120,120
120,113
120,121
121,121
121,113
121,27
121,114
121,115
121,14
121,120
121,12
121,31
121,54
121,104
121,140
121,142
121,47
121,70
121,200
121,74
121,41
121,88
121,109
121,136
121,81
121,76
121,78
121,6
121,102
121,53
121,50
122,122
122,13
122,43
122,125
122,126
122,35
122,4
122,40
122,180
122,89
122,107
122,41
122,23
122,56
122,38
122,20
122,34
122,51
122,37
122,108
122,36
123,123
123,125
124,124
125,125
125,122
125,123
126,126
126,122
126,43
126,40
126,26
126,93
126,172
126,23
126,175
126,73
126,89
126,95
126,153
126,36
127,127
128,128
128,50
128,49
129,129
129,43
130,130
130,16
130,50
130,187
130,200
130,53
130,114
130,65
131,131
132,132
132,186
132,166
132,24
133,133
134,134
135,135
135,142
135,152
135,146
135,153
136,136
136,26
136,20
136,137
136,12
136,142
136,98
136,104
136,35
136,76
136,54
136,14
136,29
136,31
136,74
136,78
136,81
136,34
136,5
136,4
136,13
136,107
136,38
136,57
136,6
136,121
136,41
136,190
136,94
136,77
136,196
136,25
137,137
137,26
137,20
137,136
137,12
137,144
137,98
137,5
137,14
137,27
137,114
137,104
137,35
137,54
137,4
137,31
137,41
137,81
137,64
137,196
137,190
137,25
137,38
138,138
139,139
139,147
139,152
140,140
140,121
140,74
140,115
140,88
141,141
142,142
142,20
142,136
142,121
142,104
142,47
142,70
142,85
142,57
142,38
142,107
142,6
142,74
142,109
142,41
142,110
142,149
142,78
142,56
142,181
142,32
142,135
143,143
143,190
144,144
144,137
144,89
144,5
144,73
144,38
145,145
146,146
146,148
146,152
146,153
146,135
146,161
147,147
147,152
147,153
147,98
147,26
147,93
147,174
147,94
147,95
147,88
147,89
147,172
147,139
148,148
148,146
148,176
148,165
149,149
149,74
149,142
149,102
150,150
150,152
150,153
151,151
151,23
152,152
152,146
152,147
152,150
152,153
152,176
152,73
152,139
152,135
152,161
153,153
153,146
153,147
153,150
153,152
153,174
153,175
153,176
153,93
153,94
153,196
153,26
153,73
153,126
153,135
154,154
155,155
156,156
156,116
157,157
158,158
158,26
158,93
158,94
158,98
158,88
159,159
159,160
160,160
160,159
160,164
161,161
161,146
161,152
162,162
162,174
163,163
164,164
164,160
165,165
165,148
166,166
166,186
166,132
167,167
168,168
168,58
168,54
168,169
168,76
168,102
168,77
169,169
169,168
170,170
170,102
171,171
172,172
172,174
172,175
172,93
172,22
172,126
172,94
172,98
172,95
172,33
172,147
173,173
174,174
174,172
174,112
174,153
174,175
174,93
174,26
174,98
174,94
174,89
174,147
174,92
174,95
174,40
174,195
174,68
174,22
174,33
174,162
175,175
175,172
175,153
175,174
175,93
175,126
175,40
175,94
175,98
175,33
175,92
175,95
176,176
176,153
176,93
176,26
176,152
176,111
176,148
177,177
177,196
177,68
178,178
179,179
180,180
180,37
180,35
180,38
180,24
180,41
180,81
180,14
180,4
180,122
180,12
180,34
180,54
180,31
180,49
180,21
180,104
180,5
180,102
180,108
180,20
180,51
180,78
180,43
180,25
181,181
181,6
181,142
181,111
182,182
183,183
183,48
184,184
185,185
186,186
186,14
186,27
186,12
186,187
186,188
186,114
186,4
186,78
186,54
186,19
186,200
186,5
186,132
186,81
186,35
186,16
186,58
186,76
186,104
186,77
186,166
186,24
187,187
187,27
187,186
187,114
187,47
187,130
187,78
187,200
187,53
187,43
187,19
187,50
188,188
188,186
189,189
189,70
189,197
190,190
190,20
190,4
190,35
190,13
190,12
190,54
190,136
190,55
190,104
190,5
190,25
190,14
190,34
190,81
190,137
190,41
190,143
190,38
190,6
190,46
190,31
191,191
191,194
192,192
193,193
194,194
194,191
195,195
195,98
195,26
195,93
195,89
195,174
195,94
195,92
195,95
196,196
196,98
196,20
196,40
196,26
196,4
196,35
196,94
196,47
196,153
196,93
196,104
196,5
196,54
196,12
196,41
196,14
196,89
196,177
196,27
196,29
196,13
196,77
196,58
196,91
196,86
196,31
196,25
196,136
196,137
196,32
196,46
196,78
196,16
196,114
197,197
197,198
197,111
197,38
197,71
197,24
197,107
197,57
197,56
197,41
197,189
197,74
197,6
197,73
197,110
198,198
198,197
199,199
200,200
200,14
200,47
200,114
200,18
200,12
200,77
200,78
200,27
200,52
200,54
200,186
200,49
200,20
200,121
200,104
200,31
200,29
200,50
200,53
200,19
200,94
200,187
200,130
200,98
200,102
