R,L
44,44
44,39
45,45
45,39
46,46
46,35
46,36
46,29
46,43
46,54
46,4
46,58
46,15
46,25
46,13
46,23
47,47
47,27
47,16
47,12
47,49
47,19
47,50
47,52
47,53
47,64
47,54
47,89
47,93
47,94
47,85
47,4
47,29
47,98
47,5
47,14
47,26
47,20
47,35
47,31
47,78
47,40
48,48
48,43
49,49
49,47
49,27
49,16
49,12
49,19
49,50
49,51
49,52
49,53
49,41
49,34
50,50
50,47
50,27
50,16
50,12
50,49
50,19
50,52
50,53
50,65
50,98
51,51
51,49
51,41
51,26
51,24
52,52
52,47
52,27
52,49
52,19
52,50
52,53
52,65
53,53
53,47
53,27
53,16
53,12
53,49
53,19
53,50
53,52
53,64
53,20
53,29
53,98
53,18
54,54
54,12
54,5
54,4
54,57
54,58
54,46
54,47
54,16
54,6
54,14
54,73
54,74
54,81
54,38
54,78
54,41
54,31
54,35
54,76
54,13
54,37
54,32
54,29
54,27
54,34
54,25
55,55
56,56
56,4
56,57
56,78
56,6
56,73
56,41
56,85
56,89
56,70
56,25
56,38
56,43
57,57
57,54
57,12
57,5
57,4
57,56
57,6
57,70
57,73
57,74
57,78
57,13
57,31
57,20
57,85
57,38
57,35
57,24
57,41
57,81
57,34
57,89
57,25
58,58
58,54
58,46
58,76
58,77
58,78
58,31
58,35
58,14
58,32
59,59
60,60
60,26
61,61
61,4
61,14
61,25
61,77
61,31
62,62
63,63
64,64
64,47
64,16
64,53
64,5
64,12
64,19
64,29
64,31
64,24
64,98
64,34
64,35
64,27
64,40
64,20
65,65
65,50
65,52
66,66
67,67
68,68
69,69
70,70
70,6
70,71
70,73
70,57
70,74
70,85
70,20
70,38
70,56
70,25
70,41
70,81
70,13
70,24
71,71
71,70
72,72
73,73
73,54
73,6
73,70
73,12
73,57
73,74
73,78
73,56
73,4
73,5
73,13
73,26
73,24
73,41
73,38
73,94
73,89
73,25
73,34
73,21
73,32
74,74
74,54
74,6
74,70
74,14
74,12
74,73
74,57
74,13
74,20
74,4
74,35
74,78
74,41
74,38
74,89
74,85
75,75
76,76
76,77
76,58
76,54
76,31
76,13
76,14
77,77
77,76
77,4
77,78
77,58
77,12
77,35
77,5
77,29
77,14
77,32
77,61
77,31
77,13
77,41
77,6
77,81
78,78
78,4
78,77
78,58
78,38
78,14
78,41
78,31
78,54
78,35
78,6
78,57
78,73
78,56
78,34
78,25
78,47
78,29
78,74
78,81
78,85
78,20
78,32
78,26
78,94
78,13
78,89
78,24
79,79
79,82
79,21
80,80
81,81
81,54
81,4
81,5
81,38
81,97
81,24
81,41
81,14
81,35
81,37
81,78
81,12
81,29
81,34
81,13
81,6
81,31
81,25
81,70
81,57
81,77
81,9
82,82
82,79
83,83
84,84
85,85
85,4
85,88
85,89
85,93
85,94
85,47
85,29
85,98
85,70
85,56
85,78
85,14
85,57
85,26
85,32
85,25
85,41
85,34
85,74
86,86
87,87
88,88
88,89
88,93
88,85
88,98
89,89
89,88
89,93
89,94
89,85
89,47
89,4
89,29
89,98
89,26
89,12
89,20
89,43
89,35
89,56
89,57
89,74
89,25
89,73
89,78
89,41
89,34
90,90
91,91
92,92
92,93
92,94
92,95
92,98
92,26
92,40
93,93
93,88
93,89
93,92
93,94
93,85
93,47
93,95
93,4
93,29
93,98
93,26
93,12
93,40
93,16
93,20
93,31
94,94
94,89
94,92
94,93
94,85
94,47
94,95
94,4
94,29
94,98
94,26
94,12
94,35
94,14
94,78
94,20
94,40
94,73
95,95
95,92
95,93
95,94
95,98
95,40
95,26
96,96
97,97
97,4
97,81
98,98
98,88
98,89
98,92
98,93
98,94
98,85
98,47
98,95
98,4
98,29
98,26
98,20
98,12
98,40
98,22
98,16
98,64
98,50
98,53
99,99
100,100
